,seller_id,seller_state,first_order,last_order,sale_days,total_profit,mean_profit,mean_distance,registration_days,registration_quarter,origin,landing_page_id,first_contact_date,won_date,date_for_registration,business_type,lead_type,business_segment,sdr_id,sr_id
13,28f10b1c5e5abb9d4857745bede6147c,SP,2018-04-28,2018-08-17,112,484.58,4.326607142857143,458.50421641408553,123,18_2,social,58326e62183c14b0c03085c33b9fdc44,2018-04-09,2018-04-10,1,reseller,online_big,audio_video_electronics,370c9f455f93a9a96cbe9bea48e70033,85fc447d336637ba1df43e793199fbc8
14,db2956745b3a8e9f3785c99f34b5d25e,SP,2018-04-14,2018-08-11,119,7483.54,62.88689075630252,721.4345243926963,136,18_2,unknown,b76ef37428e6799c421989521c0e5077,2018-03-13,2018-03-22,9,manufacturer,online_medium,audio_video_electronics,9d12ef1a7eca3ec58c545c678af7869c,de63de0d10a6012430098db33c679b0b
15,c70c1b0d8ca86052f45a432a38b73958,SP,2018-04-06,2018-08-29,145,32519.01,224.2690344827586,308.94032816626697,144,18_2,paid_search,22c29808c4f815213303f8933030604c,2018-03-13,2018-03-13,0,reseller,online_medium,health_beauty,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490
16,c510bc1718f0f2961eaa42a23330681a,SP,2018-04-17,2018-08-13,119,11290.13,94.87504201680672,298.2864072847084,134,18_2,unknown,b76ef37428e6799c421989521c0e5077,2018-04-09,2018-04-10,1,reseller,online_big,baby,370c9f455f93a9a96cbe9bea48e70033,4ef15afb4b2723d8f3d81e51ec7afefe
17,30a81d8cf85fb2ada1b1b094c9583a95,SP,2018-02-22,2018-08-15,175,1077.32,6.156114285714286,103.8284387738244,188,18_1,unknown,b76ef37428e6799c421989521c0e5077,2018-01-03,2018-01-19,16,reseller,online_top,pet,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe
18,58f1a6197ed863543e0136bdedb3fce2,MG,2018-05-10,2018-08-18,101,5762.31,57.05257425742575,548.6991167551412,110,18_2,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-02-21,2018-02-27,6,reseller,online_medium,fashion_accessories,4b339f9567d060bcea4f5136b9f5949e,c638112b43f1d1b86dcabb0da720c901
19,a8739afb32aaa45e01815ca76f76f54b,SP,2018-06-07,2018-08-06,60,27.06,0.4509999999999999,516.4264252047127,82,18_2,paid_search,007f9098284a86ee80ddeb25d53e0af8,2018-02-15,2018-02-28,13,reseller,online_big,car_accessories,9e4d1098a3b0f5da39b0bc48f9876645,495d4e95a8cf8bbf8b432b612a2aa328
20,bf00385a5f7fc1ef39a13c2e9ee50a5f,SP,2018-07-05,2018-08-27,54,527.5699999999999,9.769814814814811,269.05850127919257,54,18_3,social,88740e65d5d6b056e0cda098e1ea6313,2018-02-07,2018-06-21,134,reseller,online_big,audio_video_electronics,de63de0d10a6012430098db33c679b0b,9ae085775a198122c5586fa830ff7f2b
21,77a515caa36327151d1cc6c32a9f00e1,SP,2018-02-28,2018-08-23,176,1821.2,10.347727272727273,440.28192704939227,181,18_1,paid_search,0218f6be0b76aca72ab4d00ee9e8cf10,2018-02-04,2018-02-15,11,manufacturer,industry,stationery,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe
22,5670f4db5b62c43d542e1b2d56b0cf7c,SP,2018-04-24,2018-08-18,116,6047.530000000001,52.13387931034483,560.4723527961946,126,18_2,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-03-20,2018-03-26,6,reseller,online_big,health_beauty,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe
23,2d34636518ba88f5349b732fcf8ba2e4,SP,2018-05-01,2018-05-01,1,131.37,131.37,352.29500440886824,120,18_2,unknown,22c29808c4f815213303f8933030604c,2018-02-05,2018-02-19,14,reseller,industry,computers,de63de0d10a6012430098db33c679b0b,6565aa9ce3178a5caf6171827af3a9ba
24,bce6a5ecf98e99fd2a8868b15c51f04b,SP,2018-06-02,2018-08-22,82,3223.3,39.30853658536586,398.4504843274085,88,18_2,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-04-12,2018-04-13,1,reseller,online_medium,watches,068066e24f0c643eb1d089c7dd20cd73,d3d1e91a157ea7f90548eef82f1955e3
25,516e7738bd8f735ac19a010ee5450d8d,RJ,2018-05-11,2018-08-24,106,5176.86,48.83830188679245,511.4962497416919,109,18_2,paid_search,1ceb590cd1e00c7ee95220971f82693d,2018-05-02,2018-05-08,6,reseller,online_small,health_beauty,9d12ef1a7eca3ec58c545c678af7869c,495d4e95a8cf8bbf8b432b612a2aa328
26,70c27847eca8195c983ed7e798c56743,RJ,2018-04-03,2018-08-23,142,10625.86,74.83,435.7611720542273,148,18_2,social,88740e65d5d6b056e0cda098e1ea6313,2018-01-16,2018-02-08,23,reseller,online_small,pet,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe
27,d1ef48b38baca7e831711c4a0aeb398f,PR,2018-02-23,2018-07-25,153,793.55,5.186601307189542,602.4624935414793,187,18_1,organic_search,88740e65d5d6b056e0cda098e1ea6313,2018-01-30,2018-02-15,16,reseller,online_medium,construction_tools_house_garden,068066e24f0c643eb1d089c7dd20cd73,2695de1affa7750089c0455f8ce27021
28,4a23adac87cf538689fa600d976f78b2,SP,2018-08-18,2018-08-22,5,369.59,73.91799999999999,76.23582928928498,11,18_3,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-02-07,2018-07-19,162,manufacturer,industry,health_beauty,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8
29,dfa0c4c6229ab200a4a1336b4d7128ff,SC,2018-05-02,2018-08-23,113,3009.99,26.637079646017696,724.1681352392228,119,18_2,paid_search,1baca9df5850e5ba75545d8b2eb8d966,2018-04-10,2018-04-20,10,reseller,online_medium,home_decor,f42a2bd194f7802ab052a815c8de65b7,6565aa9ce3178a5caf6171827af3a9ba
30,df91910b6a03bb2e3358fa6a35e32f6f,SP,2018-06-24,2018-08-14,52,1917.08,36.86692307692307,858.6557665624423,66,18_2,referral,2f08471dfb83baef522f952438a36f6e,2018-04-03,2018-04-10,7,manufacturer,online_medium,food_drink,09285259593c61296eef10c734121d5b,060c0a26f19f4d66b42e0d8796688490
31,b494891378bd8f4560abe576c52deacd,SP,2018-06-28,2018-08-21,54,2646.98,49.01814814814815,517.5478379727939,61,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-05-24,2018-06-19,26,reseller,online_top,health_beauty,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe
32,cc63f0dd2acba93ffed4fe9f8e0321fa,SP,2018-05-10,2018-08-24,106,5696.74,53.74283018867924,560.1205494771865,111,18_2,social,40dec9f3d5259a3d2dbcdab2114fae47,2018-04-18,2018-04-24,6,reseller,online_beginner,home_office_furniture,0a0fb2b07d841f84fb6714e35c723075,9e4d1098a3b0f5da39b0bc48f9876645
33,845e8036c3f7bf62099352f5ed910240,RJ,2018-05-25,2018-08-25,92,1123.96,12.216956521739132,477.1067512285943,95,18_2,unknown,b76ef37428e6799c421989521c0e5077,2018-05-03,2018-05-03,0,reseller,online_big,bed_bath_table,34d40cdaf94010a1d05b0d6212f9e909,4ef15afb4b2723d8f3d81e51ec7afefe
34,4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,2018-03-27,2018-08-22,149,7057.21,47.363825503355706,509.8535519186327,155,18_1,paid_search,241f79c7a8fe0270f4fb79fcbbcd17ad,2018-02-27,2018-03-08,9,reseller,online_big,home_decor,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021
35,3ea08c48e851106d2f584349daba335f,MG,2018-06-13,2018-06-13,1,147.06,147.06,144.0031356933674,76,18_2,social,b76ef37428e6799c421989521c0e5077,2018-01-25,2018-04-19,84,manufacturer,online_medium,baby,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe
36,f3c38ab652836d21de61fb8314b69182,SP,2018-04-13,2018-08-06,116,1333.41,11.494913793103448,430.5883064108712,138,18_2,paid_search,ce1a65abd0973638f1c887a6efcfa82d,2018-03-19,2018-03-28,9,reseller,online_small,computers,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe
37,594f9aaa48e5bf431f011ddc5669b0d5,MG,2018-04-26,2018-08-27,124,2361.19,19.04185483870968,787.7014661817076,125,18_2,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-04-03,2018-04-06,3,reseller,online_medium,bags_backpacks,068066e24f0c643eb1d089c7dd20cd73,56bf83c4bb35763a51c2baab501b4c67
38,2d42ebcda99fd55f6f4bc2f1ca035d50,GO,2018-06-26,2018-08-08,44,639.03,14.523409090909093,651.4043847801681,64,18_2,social,88740e65d5d6b056e0cda098e1ea6313,2018-02-25,2018-04-11,45,reseller,online_big,home_decor,4b339f9567d060bcea4f5136b9f5949e,9e4d1098a3b0f5da39b0bc48f9876645
39,2cb6eb1b7185064167657fa09f541105,MG,2018-02-20,2018-08-04,165,1053.12,6.382545454545454,390.1174711558616,189,18_1,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-01-08,2018-01-15,7,manufacturer,online_medium,home_decor,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a
40,bd4431c1a8dfa744b59e1e2a8bc99b9e,RJ,2018-04-05,2018-08-14,131,605.4100000000001,4.62145038167939,298.25002352456124,145,18_2,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-01-03,2018-01-26,23,reseller,offline,health_beauty,56bf83c4bb35763a51c2baab501b4c67,495d4e95a8cf8bbf8b432b612a2aa328
41,55c26bcb609f480eb7868594245febb5,SP,2018-04-09,2018-08-10,123,502.5700000000001,4.085934959349594,376.5462317439348,142,18_2,organic_search,b76ef37428e6799c421989521c0e5077,2018-01-19,2018-03-01,41,reseller,online_big,baby,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3
42,138dbe45fc62f1e244378131a6801526,SP,2018-05-07,2018-08-24,109,436.32,4.0029357798165135,314.5507769070371,113,18_2,paid_search,22c29808c4f815213303f8933030604c,2018-04-25,2018-04-25,0,reseller,online_medium,household_utilities,9d12ef1a7eca3ec58c545c678af7869c,9e4d1098a3b0f5da39b0bc48f9876645
43,6aa3928696eab49a19a466e665a649fd,RJ,2018-03-10,2018-08-17,161,1739.32,10.803229813664595,410.4061931261531,172,18_1,unknown,d83b0d0e48c8447d1d5507a44027a955,2018-02-02,2018-02-07,5,reseller,online_medium,health_beauty,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b
44,d9a84e1403de8da0c3aa531d6d108ba6,SP,2018-02-22,2018-08-28,187,693.06,3.7062032085561496,407.7099430546408,187,18_1,organic_search,ce1a65abd0973638f1c887a6efcfa82d,2018-01-20,2018-01-30,10,reseller,online_medium,toys,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe
45,5b0cc932433fa5184b5b94bfe6bcc256,SP,2018-06-21,2018-08-05,46,881.51,19.163260869565217,470.9446173148751,69,18_2,social,ca2cd580bff13775c778f128c7db2b41,2018-05-03,2018-05-17,14,manufacturer,online_medium,home_decor,370c9f455f93a9a96cbe9bea48e70033,a8387c01a09e99ce014107505b92388c
46,d66c11a9572221d92fbb8c4897db5f9b,RJ,2018-06-23,2018-08-22,60,388.74,6.479,595.96176228891,66,18_2,direct_traffic,22c29808c4f815213303f8933030604c,2018-04-08,2018-04-14,6,manufacturer,industry,household_utilities,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe
47,9803a40e82e45418ab7fb84091af5231,GO,2018-05-19,2018-08-21,95,3766.12,39.64336842105263,1280.2354306883976,102,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-02-28,2018-03-09,9,reseller,online_big,audio_video_electronics,4b339f9567d060bcea4f5136b9f5949e,c638112b43f1d1b86dcabb0da720c901
48,3d5d0dc7073a299e31fa718ce1bc00b6,RJ,2018-06-13,2018-08-07,55,403.27,7.332181818181818,592.1307067784032,76,18_2,paid_search,fa5a0151e1f37d0055a3478fbb48827a,2018-04-20,2018-05-07,17,reseller,online_medium,health_beauty,09285259593c61296eef10c734121d5b,4ef15afb4b2723d8f3d81e51ec7afefe
49,fcdd820084f17e9982427971e4e9d47f,SP,2018-03-07,2018-08-18,164,3902.24,23.794146341463414,451.308552429746,174,18_1,unknown,b76ef37428e6799c421989521c0e5077,2018-02-02,2018-02-15,13,manufacturer,online_big,household_utilities,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe
50,7ade73f1b9b4e965f9009a4c3a7e2c15,SP,2018-04-13,2018-08-12,121,1422.43,11.755619834710744,452.3259944180004,137,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-03-11,2018-03-22,11,manufacturer,online_medium,household_utilities,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901
51,6b90f847357d8981edd79a1eb1bf0acb,SP,2018-06-07,2018-08-29,83,2584.43,31.13771084337349,348.9091925587022,83,18_2,organic_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-05-16,2018-05-17,1,reseller,online_medium,construction_tools_house_garden,f42a2bd194f7802ab052a815c8de65b7,d3d1e91a157ea7f90548eef82f1955e3
52,41da412d33e8da4f22baf55cb1bde82c,ES,2018-01-24,2018-06-20,147,488.74,3.324761904761905,603.9538986835262,216,18_1,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2017-11-21,2017-12-11,20,manufacturer,industry,food_supplement,f6c6ab65a1c732f154b371401448be6d,060c0a26f19f4d66b42e0d8796688490
53,ed8cb7b190ceb6067227478e48cf8dde,SP,2018-07-20,2018-08-29,41,330.79,8.068048780487805,317.52951716847235,40,18_3,unknown,a0fbc0263cb98bdb0d72b9f9f283a172,2017-10-09,2018-07-03,267,manufacturer,industry,home_appliances,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3
54,43402bdf22aa2310e8f99e2f94f78628,SP,2018-05-14,2018-06-28,45,462.8,10.284444444444444,192.9766579888244,106,18_2,unknown,b76ef37428e6799c421989521c0e5077,2018-03-28,2018-04-05,8,manufacturer,industry,home_office_furniture,a8387c01a09e99ce014107505b92388c,85fc447d336637ba1df43e793199fbc8
55,af3ef48d0e13835e529c29ac573c63e5,SP,2018-05-16,2018-08-22,99,938.13,9.476060606060608,288.6152561878177,105,18_2,unknown,b634a925e3768734c5b7b2325c88a082,2018-05-09,2018-05-09,0,manufacturer,online_top,pet,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3
56,3ab971ce71839580d2ae5b4e40fe8044,SP,2018-06-04,2018-08-21,78,4106.75,52.65064102564103,359.4025029471448,86,18_2,organic_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-04-04,2018-04-27,23,reseller,online_big,home_decor,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021
57,788e857f317e53de488d393e65a80f45,SP,2018-05-28,2018-08-22,86,1025.05,11.919186046511628,349.603702036326,92,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-04-03,2018-04-05,2,manufacturer,online_medium,bags_backpacks,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe
58,9140ef75cc8211c4035935e80e567204,PR,2018-08-02,2018-08-02,1,27.62,27.62,1490.3869753313345,26,18_3,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-05-28,2018-06-05,8,manufacturer,industry,pet,34d40cdaf94010a1d05b0d6212f9e909,4ef15afb4b2723d8f3d81e51ec7afefe
59,131fcb0a0c9a47bba4474aacff0f14b7,SP,2018-06-03,2018-08-09,67,333.19,4.972985074626866,17.711529040207537,86,18_2,paid_search,ce1a65abd0973638f1c887a6efcfa82d,2018-04-16,2018-04-20,4,reseller,online_medium,home_appliances,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645
60,ce616e1913288884e7742faac9d981db,SP,2018-05-20,2018-08-21,94,90.17,0.959255319148936,177.988206692585,101,18_2,direct_traffic,22c29808c4f815213303f8933030604c,2018-04-26,2018-05-07,11,manufacturer,online_big,construction_tools_house_garden,4b339f9567d060bcea4f5136b9f5949e,4ef15afb4b2723d8f3d81e51ec7afefe
61,1c742ac33582852aaf3bcfbf5893abcf,MG,2018-06-23,2018-06-23,1,82.11000000000001,82.11000000000001,624.8359686334603,67,18_2,organic_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-02-06,2018-02-07,1,manufacturer,online_medium,health_beauty,fdb16d3cbbeb5798f2f66c4096be026d,495d4e95a8cf8bbf8b432b612a2aa328
62,44ed138eca6214d572ce1d813fb0049b,RS,2018-08-08,2018-08-21,14,73.78,5.2700000000000005,892.5797139932532,21,18_3,unknown,b76ef37428e6799c421989521c0e5077,2018-04-13,2018-04-17,4,manufacturer,offline,health_beauty,34d40cdaf94010a1d05b0d6212f9e909,4ef15afb4b2723d8f3d81e51ec7afefe
63,87d73636a3acf123e842bb890a4db036,SP,2018-07-26,2018-07-26,1,226.19,226.19,493.28778074758566,34,18_3,paid_search,007f9098284a86ee80ddeb25d53e0af8,2017-10-18,2018-04-24,188,manufacturer,online_medium,household_utilities,9d12ef1a7eca3ec58c545c678af7869c,9e4d1098a3b0f5da39b0bc48f9876645
64,b566ab0ef88016e00422755e305103c6,MG,2018-03-11,2018-07-23,135,987.78,7.316888888888888,565.0603125577529,171,18_1,paid_search,b6885f18d203a61176418c1fb3764815,2018-02-21,2018-02-23,2,reseller,online_big,construction_tools_house_garden,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3
65,a63bfbaa882c8f4542891b4e2246cc7f,RJ,2018-06-11,2018-08-23,73,6507.81,89.14808219178083,991.193485262899,78,18_2,referral,f017be4dbf86243af5c1ebed0cff36a2,2018-05-22,2018-05-24,2,reseller,online_big,health_beauty,34d40cdaf94010a1d05b0d6212f9e909,4ef15afb4b2723d8f3d81e51ec7afefe
66,d4ffeb15b67e81ff9af2b4252d99fb7e,SP,2018-04-27,2018-07-27,92,1075.99,11.69554347826087,743.4435676752279,124,18_2,unknown,22c29808c4f815213303f8933030604c,2018-04-01,2018-04-04,3,reseller,online_medium,bags_backpacks,068066e24f0c643eb1d089c7dd20cd73,de63de0d10a6012430098db33c679b0b
67,2d2322d842118867781fc737e96d59a1,SP,2018-06-08,2018-08-25,79,71.43,0.9041772151898736,252.6621243822126,82,18_2,direct_traffic,22c29808c4f815213303f8933030604c,2018-04-15,2018-05-22,37,reseller,online_medium,household_utilities,09285259593c61296eef10c734121d5b,2695de1affa7750089c0455f8ce27021
68,bb2afe2061d53c6968aa0cffa233a8ec,SP,2018-05-09,2018-07-22,74,454.78,6.145675675675675,422.0697828441712,111,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-03-23,2018-04-06,14,reseller,online_medium,sports_leisure,9e4d1098a3b0f5da39b0bc48f9876645,85fc447d336637ba1df43e793199fbc8
69,97e50a621f8e801f4baf69e08687c192,SP,2018-02-21,2018-02-21,1,82.02000000000001,82.02000000000001,67.63856335993268,189,18_1,social,88740e65d5d6b056e0cda098e1ea6313,2017-11-10,2018-02-08,90,reseller,online_small,toys,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe
70,33cbbec1e7e1044aaf11d152172c776f,RS,2018-04-04,2018-08-18,136,331.84,2.44,951.907098001194,146,18_2,unknown,b76ef37428e6799c421989521c0e5077,2018-02-03,2018-03-06,31,reseller,online_big,household_utilities,de63de0d10a6012430098db33c679b0b,6565aa9ce3178a5caf6171827af3a9ba
71,271c58a1d139c45eaf3316107c6d3a3b,SP,2018-05-03,2018-08-14,104,3226.33,31.022403846153846,823.6673036750956,118,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-02-24,2018-04-12,47,reseller,online_beginner,bags_backpacks,4b339f9567d060bcea4f5136b9f5949e,060c0a26f19f4d66b42e0d8796688490
72,968268a686aa05d1f529fb07dff08130,SP,2018-01-26,2018-08-11,197,4473.74,22.70934010152284,469.95290279517695,214,18_1,referral,ce1a65abd0973638f1c887a6efcfa82d,2018-01-13,2018-01-22,9,reseller,online_big,stationery,fdb16d3cbbeb5798f2f66c4096be026d,9ae085775a198122c5586fa830ff7f2b
73,9e7c5f4d7770eab65738cca38f9efccf,SP,2018-06-01,2018-08-07,67,146.72000000000003,2.189850746268657,1092.739524323917,89,18_2,paid_search,1ceb590cd1e00c7ee95220971f82693d,2018-04-05,2018-04-10,5,reseller,online_medium,sports_leisure,068066e24f0c643eb1d089c7dd20cd73,de63de0d10a6012430098db33c679b0b
74,c1849d4d32d7a6cecd5aa471809d3135,SP,2018-08-04,2018-08-26,23,347.25,15.097826086956522,50.64598018950681,25,18_3,paid_search,fa6f59a21825d841e307151460fb0302,2018-05-11,2018-05-18,7,manufacturer,offline,party,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe
75,723cd880edaacdb998898b67c8f9da30,SP,2018-03-27,2018-08-20,147,1723.4299999999998,11.724013605442176,482.5513822383895,155,18_1,paid_search,22c29808c4f815213303f8933030604c,2018-02-14,2018-03-09,23,reseller,online_medium,bed_bath_table,068066e24f0c643eb1d089c7dd20cd73,85fc447d336637ba1df43e793199fbc8
76,19d62d484cba71963c93f0f00ab42013,SC,2018-04-26,2018-04-26,1,117.21,117.21,790.2169632414818,124,18_2,unknown,b76ef37428e6799c421989521c0e5077,2018-03-09,2018-03-14,5,manufacturer,online_top,home_decor,068066e24f0c643eb1d089c7dd20cd73,fbf4aef3f6915dc0c3c97d6812522f6a
77,850913d59ce317156b00f3705f1c3edb,SP,2018-03-07,2018-07-27,143,2109.04,14.748531468531468,417.642626207709,175,18_1,paid_search,864a3926849a5f8043323b1a6ef0fb26,2018-02-06,2018-02-08,2,reseller,online_medium,phone_mobile,4b339f9567d060bcea4f5136b9f5949e,d3d1e91a157ea7f90548eef82f1955e3
78,ba143b05f0110f0dc71ad71b4466ce92,SP,2018-04-24,2018-08-20,118,4767.57,40.403135593220334,386.5110348816052,126,18_2,paid_search,5dc848e7dd9418dffe183215b8ff0bc1,2018-04-17,2018-04-17,0,reseller,online_big,books,370c9f455f93a9a96cbe9bea48e70033,9e4d1098a3b0f5da39b0bc48f9876645
79,249f0e9905a6e06ad6c6bea7547ab9f6,RJ,2018-06-25,2018-08-04,41,308.91,7.53439024390244,439.1826309742851,65,18_2,organic_search,22c29808c4f815213303f8933030604c,2018-05-09,2018-05-11,2,manufacturer,online_medium,home_decor,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a
80,f049a72cf58fd31b11f8919cade515e7,SP,2018-07-25,2018-08-06,13,106.51,8.193076923076923,294.87019173776025,35,18_3,paid_search,40dec9f3d5259a3d2dbcdab2114fae47,2018-05-22,2018-05-24,2,reseller,online_beginner,audio_video_electronics,4b339f9567d060bcea4f5136b9f5949e,2695de1affa7750089c0455f8ce27021
