order_id,product_id,order_item_id,price,freight_value,seller_profit,distance,order_approved_at,seller_id
50bfdb0627807130b8f989106c985a75,dc7b5d2b32ae30c86acd229b5ff34dcc,1,63.0,18.99,44.010000000000005,92.26529251482178,2018-08-07 10:05:15,7210cd29727d674c00741e5e387b3ccd
101625de5f3ea8064a2900b7b9235491,8ae7db511529da9af9685c9d0375bd82,1,154.9,19.23,135.67000000000002,1115.9102017960142,2018-07-30 16:15:09,612170e34b97004b3ba37eae81836b4c
1314746d24fc84d41f49777b0ad90c69,8ae7db511529da9af9685c9d0375bd82,1,154.9,15.38,139.52,97.74092606623921,2018-08-09 23:55:13,612170e34b97004b3ba37eae81836b4c
6c6611e4aee0751993e7d535c51ecb68,53ea9da485f6aed8a6f03a85831fe021,1,219.0,19.41,199.59,1009.2297136446665,2018-03-09 08:50:38,7d13fca15225358621be4086e1eb0964
16fcb558c864b7eb62bfbf4a55be23d2,96530fd162c17a87b70830cc5fb0f45c,1,89.5,27.91,61.59,2740.3052186942687,2018-06-26 20:07:45,612170e34b97004b3ba37eae81836b4c
197edbaa61a8a349f382553fd2180ee1,22a8168cf1f1c6347da8d29863b7f75e,1,296.5,9.66,286.84,3.828278439997978,2018-07-02 14:10:56,612170e34b97004b3ba37eae81836b4c
1dfbad39bdbdc81e1419b9e1972cff46,64b4f32393cbf55be791078e7a2adca0,1,139.9,19.08,120.82000000000001,919.5289296496279,2018-07-14 16:23:56,612170e34b97004b3ba37eae81836b4c
1ff6ec2c3e9d8820643f43696482d2b9,fb19ac22e32dfecea21afbdde4b97b5f,1,229.9,16.71,213.19,806.0517481346269,2018-07-24 10:31:19,612170e34b97004b3ba37eae81836b4c
21094f6fd8017c8b7339040142abea71,0a5ae82bab180da12f59a70b21605f92,1,63.99,16.64,47.35,808.8543405649252,2018-07-24 18:25:09,612170e34b97004b3ba37eae81836b4c
227881fdf69e55ab7906b7a818dd5e39,8ae7db511529da9af9685c9d0375bd82,1,154.9,20.27,134.63,219.54316284435185,2018-06-27 19:11:56,612170e34b97004b3ba37eae81836b4c
1e61c2d93012f7a32fe86de9bafc3a1f,a1e903cd2d23763ef8b85ec12eb79d9c,1,47.0,18.43,28.57,598.8595881712404,2018-08-09 22:50:09,28f10b1c5e5abb9d4857745bede6147c
24bf227d444a1df7957f78e6f03bc5b6,b7f7b781db33f7f78996fea3804d6766,1,97.89,16.88,81.01,848.1645605929806,2018-07-23 15:32:00,612170e34b97004b3ba37eae81836b4c
7eff82e591eb71184b50c3dfbfc7fd45,fc8595227785863846b7daa2ae3f2c9b,1,118.0,9.12,108.88,195.45084775772273,2018-04-27 03:51:07,db2956745b3a8e9f3785c99f34b5d25e
284ffa157b684f496366615a6ba3201a,4f0abfbee7569e43b80f9aaa256a9bf8,1,110.32,7.64,102.67999999999999,10.591844107220608,2018-06-07 13:39:00,c70c1b0d8ca86052f45a432a38b73958
2bb4f4b23284b2f435007ab797c29edc,ec5a5cf28e0fbef0c5391157203ab8ce,1,43.75,15.41,28.34,506.5059302210732,2018-08-13 13:55:22,612170e34b97004b3ba37eae81836b4c
d84a72d286117f40da5a05597f25d58d,64b4f32393cbf55be791078e7a2adca0,1,89.0,15.72,73.28,506.5059302210732,2018-07-11 12:10:16,612170e34b97004b3ba37eae81836b4c
873e00f0d09131c528f460aab0f488fb,e0d64dcfaa3b6db5c54ca298ae101d05,1,144.0,18.89,125.11,496.0835843926634,2018-05-09 20:32:54,7d13fca15225358621be4086e1eb0964
2eb8d7103527b48ed39070bd8cb2368e,268feec11ba1349f37164ab1b833aae8,1,30.5,15.31,15.19,808.2120328920498,2018-07-01 13:30:29,612170e34b97004b3ba37eae81836b4c
31b0ad9590cbb7cce97820802ad69c6b,444ab88b25c5d6d2310be80ab1d60fad,1,269.9,16.99,252.90999999999997,839.459471354029,2018-08-15 17:45:26,612170e34b97004b3ba37eae81836b4c
9de73f3e6157169ad6c32b9f313c7dcb,0eb41884a8773e019708fb8409fd8347,1,3899.0,135.44,3763.56,36.08587788140948,2018-06-05 14:31:37,c510bc1718f0f2961eaa42a23330681a
31c9a3f10eb368b62e102608adbec724,64b4f32393cbf55be791078e7a2adca0,1,139.9,19.08,120.82000000000001,706.9339309357288,2018-07-17 11:41:16,612170e34b97004b3ba37eae81836b4c
351126ee473c51592cb591efea295181,d950221a89e7555306dc5daef996e134,1,91.99,18.99,73.0,960.2450045522266,2018-06-29 08:35:16,612170e34b97004b3ba37eae81836b4c
35cd360339571c02b1d4974ac1807d9c,3b2d562ba6c9d15492a868f38b896e84,1,69.9,16.68,53.220000000000006,803.7003302154349,2018-08-13 12:44:29,612170e34b97004b3ba37eae81836b4c
76f48aa30ddc623d62de0fcc17dc19fe,e966b10d5690d77bfc03cef8f9a26d57,1,100.0,7.57,92.43,21.661419767700316,2018-05-04 21:50:16,30a81d8cf85fb2ada1b1b094c9583a95
367d9f6d184cf1d060d92bdc71810d2e,0e632ab9f5b05a2703871a8f27e4e1a7,1,496.9,36.86,460.03999999999996,3159.030767915456,2018-07-21 11:30:18,612170e34b97004b3ba37eae81836b4c
38855925f815a5c3f4ce58f6c6f9113d,37c8b2425c9c0455491b06ad8671c224,1,94.9,18.76,76.14,696.8810573086843,2018-07-02 13:50:38,612170e34b97004b3ba37eae81836b4c
e5bc6c7594c02f53761ea092c5c9af1d,e7d5464b94c9a5963f7c686fc80145ad,1,139.0,22.9,116.1,892.8396170139308,2018-07-13 15:45:16,58f1a6197ed863543e0136bdedb3fce2
9ccb6719fa8bca71f05094ee18873cd6,5d66715cc928aadd0074f61332698593,1,19.65,18.23,1.4199999999999982,545.5956578637197,2018-06-11 10:58:44,a8739afb32aaa45e01815ca76f76f54b
396e93059094c4e5ebf8af645cb91e03,63bfa27a0cee21fd896dc27f58b6d656,1,187.9,19.42,168.48000000000002,775.6658073428798,2018-07-05 16:13:49,612170e34b97004b3ba37eae81836b4c
642bb05feac1a0177c93210d0553e8e4,1df2d3dd3744189ada2f2053d70039ae,1,32.9,8.98,23.919999999999998,87.98701668836341,2018-08-20 19:55:12,bf00385a5f7fc1ef39a13c2e9ee50a5f
3b580f556a4a7d02c2ce65505bb164fb,9598cf61b14e74eb35b845609cca6712,1,1079.9,40.94,1038.96,3133.957856008904,2018-07-20 16:55:29,612170e34b97004b3ba37eae81836b4c
3d989e705eac70bfb1f4a430924f3402,22a8168cf1f1c6347da8d29863b7f75e,1,298.5,20.19,278.31,719.0002002484656,2018-06-26 05:15:24,612170e34b97004b3ba37eae81836b4c
3e5d9d4bd8c8fb94162c7aa9013240c9,58ebe34ff100ca78de11d954b6bede1d,1,269.9,11.02,258.88,40.331027655199705,2018-08-10 17:25:15,612170e34b97004b3ba37eae81836b4c
40bf12930df251761b91291590dbe45b,26baeb9025380946e10f3f86d808e24d,1,84.9,15.69,69.21000000000001,828.828503641081,2018-07-11 18:10:20,612170e34b97004b3ba37eae81836b4c
40bf40ed29a5bbdb73aaeb5eb134168f,64b4f32393cbf55be791078e7a2adca0,1,139.9,22.91,116.99000000000001,1063.5879021937074,2018-07-14 11:25:10,612170e34b97004b3ba37eae81836b4c
4293c08add04a8db68205c16fcb0554f,58ebe34ff100ca78de11d954b6bede1d,1,269.9,83.27,186.63,2510.962509083936,2018-07-26 09:55:14,612170e34b97004b3ba37eae81836b4c
45e64bfe511bd5e24d56e200e29631b7,22a8168cf1f1c6347da8d29863b7f75e,1,293.9,15.4,278.5,340.7106077146755,2018-07-17 06:41:02,612170e34b97004b3ba37eae81836b4c
d699f9002b554ba113242e137107125a,645ba02735d4bf831d9b72ac169c867e,1,76.0,16.29,59.71,1124.5441396360795,2018-02-28 23:48:19,77a515caa36327151d1cc6c32a9f00e1
469dba1d869ad7ac257e09c9f8947b4e,0d2f3592e105a90c5a25c71efe56ff39,1,49.9,14.65,35.25,260.2611626580212,2018-07-15 17:45:16,612170e34b97004b3ba37eae81836b4c
469dba1d869ad7ac257e09c9f8947b4e,0d2f3592e105a90c5a25c71efe56ff39,2,49.9,14.65,35.25,260.2611626580212,2018-07-15 17:45:16,612170e34b97004b3ba37eae81836b4c
e04d4af0a4a1090bf68ccfee2dd809ef,461f43be3bdf8844e65b62d9ac2c7a5a,1,118.0,10.48,107.52,1260.9172243158537,2018-05-08 23:11:59,7d13fca15225358621be4086e1eb0964
ea9c1cc0e0584ca0228d483668d95799,ac8af924237ed4591dc8d9b8c6a935f0,1,682.98,27.36,655.62,1081.6000319553516,2018-05-18 17:55:25,5670f4db5b62c43d542e1b2d56b0cf7c
afa4a5eb55c10c299c13478f1f092dc1,fe705ffbaa3804c5562b8b1046157a6c,1,95.0,18.77,76.23,1110.1506468976913,2018-06-16 01:19:33,c70c1b0d8ca86052f45a432a38b73958
487af6c1b2cb9c5259105b2388278bca,64b4f32393cbf55be791078e7a2adca0,1,139.9,17.91,121.99000000000001,1083.6555559356873,2018-07-20 21:45:13,612170e34b97004b3ba37eae81836b4c
654bb3bf5756b75c4b37dd9fd7170cf6,ede21d9928e12f59d3dcd5586c77cf09,1,150.0,18.63,131.37,352.29500440886824,2018-05-01 03:15:16,2d34636518ba88f5349b732fcf8ba2e4
8864a2d847bb201242e03cab4d54994c,69455f41626a745aea9ee9164cb9eafd,1,110.0,15.87,94.13,333.9518126200604,2018-07-23 11:32:10,bce6a5ecf98e99fd2a8868b15c51f04b
578c276c17c1fe56c31270a2a20f9982,dad78ca3a5464684968e4242039b647f,1,94.0,9.19,84.81,8.634966962124142,2018-05-30 16:16:46,516e7738bd8f735ac19a010ee5450d8d
4b6f2d3bd32baaae21249c217adcb5f3,64b4f32393cbf55be791078e7a2adca0,1,139.9,16.08,123.82000000000001,815.1265718507602,2018-07-14 12:05:14,612170e34b97004b3ba37eae81836b4c
5552927954803697ef5ebf1431693061,64b4f32393cbf55be791078e7a2adca0,1,139.9,16.08,123.82000000000001,329.10837723750825,2018-07-14 10:05:09,612170e34b97004b3ba37eae81836b4c
55a1bd51649b05cde9220959adebef9b,d4999f0bb50fc62456d99006bfd328fb,1,109.9,22.7,87.2,1230.9490582691121,2018-07-20 10:10:20,612170e34b97004b3ba37eae81836b4c
0eec617eceb2ecbaec84cb904530b048,c3602326cc2e91dc18ad2ae9a575b5e7,1,110.89,18.88,92.01,681.6262103762532,2018-07-05 16:11:14,70c27847eca8195c983ed7e798c56743
10216a8fe4be87320fb696c8752ad08f,fc8595227785863846b7daa2ae3f2c9b,1,118.0,18.71,99.28999999999999,611.6052833314068,2018-05-01 22:35:15,db2956745b3a8e9f3785c99f34b5d25e
616105c9352a9668c38303ad44e056cd,5d66715cc928aadd0074f61332698593,1,19.65,18.24,1.4100000000000001,560.8151122923175,2018-06-11 17:01:47,a8739afb32aaa45e01815ca76f76f54b
616105c9352a9668c38303ad44e056cd,5d66715cc928aadd0074f61332698593,2,19.65,18.24,1.4100000000000001,560.8151122923175,2018-06-11 17:01:47,a8739afb32aaa45e01815ca76f76f54b
a8fe5267370ed0ed458f4fc1a032bf7e,3258acb04d37e2f91f76c9250f3b80a0,1,110.32,18.87,91.44999999999999,453.7814860146848,2018-07-24 16:40:09,c70c1b0d8ca86052f45a432a38b73958
55c53a2d3c60e83064ad06dce6069af5,64b4f32393cbf55be791078e7a2adca0,1,119.9,23.56,96.34,1576.7297504952678,2018-07-12 17:35:11,612170e34b97004b3ba37eae81836b4c
55c5a129994903e122566941b7c4189d,268feec11ba1349f37164ab1b833aae8,1,34.5,17.17,17.33,1084.682822985606,2018-07-15 11:44:21,612170e34b97004b3ba37eae81836b4c
57f2a60c1d6d8f4fb076ac300e53bc1b,d950221a89e7555306dc5daef996e134,1,92.5,15.75,76.75,863.9959721151118,2018-08-03 23:35:15,612170e34b97004b3ba37eae81836b4c
fe7f10510a9c92f4a7e617c761f16f22,d06466afa11453b6450b70992c90ece7,1,208.0,10.37,197.63,195.54393545795588,2018-05-15 03:55:59,db2956745b3a8e9f3785c99f34b5d25e
7590cdbb6ae2908a2745505759756fe3,1c38f26a1dba8b5325c3b434679bfea2,1,10.22,13.47,-3.25,459.8431589529703,2018-05-08 04:14:40,d1ef48b38baca7e831711c4a0aeb398f
88aef6eed6c5cf608b6e57b402ca30ca,98e55bdc6487be7b8c32b0eb689dcb8a,1,135.0,8.21,126.78999999999999,93.55519380254609,2018-08-22 13:10:23,4a23adac87cf538689fa600d976f78b2
6101a3cad652012312ccd9284733ac2b,26baeb9025380946e10f3f86d808e24d,1,88.9,34.0,54.900000000000006,3175.622133865724,2018-07-23 16:00:31,612170e34b97004b3ba37eae81836b4c
612200d1732f963c7706d8da2517c04d,fb19ac22e32dfecea21afbdde4b97b5f,1,229.9,19.71,210.19,875.2307177105108,2018-07-28 19:50:14,612170e34b97004b3ba37eae81836b4c
62da6eaeb0bb1013bcd1e66d7a93546e,fcb224113ca69bc837459203e6eeea29,1,49.9,36.12,13.780000000000001,3154.765120251894,2018-07-11 11:10:27,612170e34b97004b3ba37eae81836b4c
62da6eaeb0bb1013bcd1e66d7a93546e,fcb224113ca69bc837459203e6eeea29,2,49.9,36.12,13.780000000000001,3154.765120251894,2018-07-11 11:10:27,612170e34b97004b3ba37eae81836b4c
62da6eaeb0bb1013bcd1e66d7a93546e,fcb224113ca69bc837459203e6eeea29,3,49.9,36.12,13.780000000000001,3154.765120251894,2018-07-11 11:10:27,612170e34b97004b3ba37eae81836b4c
63cd4c6c97737eb374e4b09ed5c1379a,bcdef08f4db7ae67bff7538debd6daf6,1,799.9,72.74,727.16,1775.3395980902676,2018-07-24 22:04:18,612170e34b97004b3ba37eae81836b4c
658028ee7633b50e656cea96a31274b1,64b4f32393cbf55be791078e7a2adca0,1,119.9,15.94,103.96000000000001,827.0987753211652,2018-07-12 09:35:12,612170e34b97004b3ba37eae81836b4c
66eebf0e266f975af04450e28dcadbf1,d670c0f6be30a062ebd8f8612ea82d71,1,178.9,9.76,169.14000000000001,50.49165574701122,2018-08-14 04:45:11,612170e34b97004b3ba37eae81836b4c
672dbfbd96238e4d07021fcdd9152b6c,285443086e6af2a43edcd6f0274585af,1,887.0,24.01,862.99,852.1178053142222,2018-08-05 22:44:19,612170e34b97004b3ba37eae81836b4c
d077de666ab7b62a7aafd596bfd16deb,f889fb87b505b73de10c18b93352469f,1,110.32,8.03,102.28999999999999,15.236388013180546,2018-07-07 10:35:11,c70c1b0d8ca86052f45a432a38b73958
69adad596ce64d77dd2a23f85ce3aa98,26baeb9025380946e10f3f86d808e24d,1,88.9,17.55,71.35000000000001,1056.0160834332396,2018-07-20 20:05:16,612170e34b97004b3ba37eae81836b4c
69cb53f8c670d38d607fe3083b4fbbcd,f4d2144023a238288d36db2840a37ea0,1,170.0,10.32,159.68,53.82495412978725,2018-08-11 02:35:49,612170e34b97004b3ba37eae81836b4c
24dd6883219c3c70aa4d84d059d279a0,1a080577618e7fe4d9ddd8fb2b47a964,1,550.0,21.73,528.27,1055.4219599728003,2018-04-02 02:30:10,7d13fca15225358621be4086e1eb0964
6cd474b81add3c3d62536cab3e34aa23,f4d2144023a238288d36db2840a37ea0,1,170.0,10.32,159.68,3.582944666962422,2018-08-06 09:44:23,612170e34b97004b3ba37eae81836b4c
14e58712c72f8606b985860c5711fdf7,1cab19d5be9a1286428e85aaebf82906,1,83.0,16.77,66.23,338.58136862869566,2018-07-26 10:25:08,dfa0c4c6229ab200a4a1336b4d7128ff
6d95f56851f4a4c72764429b174d2757,fb19ac22e32dfecea21afbdde4b97b5f,1,229.9,16.71,213.19,805.1578858829458,2018-07-21 05:05:08,612170e34b97004b3ba37eae81836b4c
7351ff002cae99e94c0a6a1da562c331,64b4f32393cbf55be791078e7a2adca0,1,139.9,16.08,123.82000000000001,808.1206994472672,2018-07-23 12:32:17,612170e34b97004b3ba37eae81836b4c
214a42323dd7ec45504d319315a1386b,fc8595227785863846b7daa2ae3f2c9b,2,125.0,11.52,113.48,111.86001391605079,2018-06-09 11:15:22,db2956745b3a8e9f3785c99f34b5d25e
789ef8e547844763c96f5e815b5478e3,3f1a72ca5261f897ba5ec6370f37151b,1,1534.9,27.67,1507.23,1073.7693290770644,2018-07-13 08:45:15,612170e34b97004b3ba37eae81836b4c
bc03012724b4db8837684e376b6eeacd,a4e80cf9e254dc776a1d57e42a81dbe2,1,56.99,7.82,49.17,14.039441260395296,2018-06-16 21:16:10,70c27847eca8195c983ed7e798c56743
bc03012724b4db8837684e376b6eeacd,a4e80cf9e254dc776a1d57e42a81dbe2,2,56.99,7.82,49.17,14.039441260395296,2018-06-16 21:16:10,70c27847eca8195c983ed7e798c56743
7a3b37948764cd3ae1bb7c332ee79397,64b4f32393cbf55be791078e7a2adca0,1,139.9,17.91,121.99000000000001,1079.9554656520327,2018-07-14 14:23:57,612170e34b97004b3ba37eae81836b4c
7f81d8bccb5531846cd177fd590ab260,22a8168cf1f1c6347da8d29863b7f75e,1,293.9,9.64,284.26,26.999437758066584,2018-07-13 15:25:23,612170e34b97004b3ba37eae81836b4c
7f86cca3de139cdba174aa276ec11612,64b4f32393cbf55be791078e7a2adca0,1,139.9,17.91,121.99000000000001,1299.382487052978,2018-07-19 02:50:21,612170e34b97004b3ba37eae81836b4c
5fbb36c2e55d34d7799cb74e65d73a62,803668f063859a1f96b67b83b71e86ef,1,72.0,16.69,55.31,488.68813768494294,2018-07-05 16:04:47,df91910b6a03bb2e3358fa6a35e32f6f
66102db498a42db4dd18edc624df4a95,f541764c0e99f1a821dc9d5bb1143a88,1,127.9,16.0,111.9,491.6260531706587,2018-08-20 12:50:46,b494891378bd8f4560abe576c52deacd
43d0e984f7e7256bce2b8f15fdfef0dc,00b4155166f994ba9da3cf001eb80505,1,94.0,23.46,70.53999999999999,573.821209059765,2018-06-24 22:13:46,cc63f0dd2acba93ffed4fe9f8e0321fa
e46cc1d437cb15e5f95230f2eabaca67,d8a314ed69c17df21051f28ca7af2e48,1,49.9,16.54,33.36,333.3609443400139,2018-07-01 20:10:02,845e8036c3f7bf62099352f5ed910240
e40e39fb1358884be5aba158fc7beac5,d4dccae17c83ffbaafc50d763503e9eb,1,62.9,16.41,46.489999999999995,485.3481920678694,2018-03-28 02:35:29,4bfc7a4a1cf8d4d2121c27422d9e50b5
f5909b82b8d450b4e0a75dac08752dc8,c327898dd247165a50bd1d6a2a38347b,1,170.0,22.94,147.06,144.0031356933674,2018-06-13 22:00:37,3ea08c48e851106d2f584349daba335f
3d00fba40b3bbf3283c4f21e9129d855,50565731f3aeea3f334d15ab5bb98546,1,49.9,15.23,34.67,327.8519798415584,2018-05-19 18:32:26,382229d1e840115ffe3dbf5ff460e417
941638a41a3674d12166261747988666,3e08b2e39d6d62bba485dfd958639662,1,335.0,23.65,311.35,485.4645330287462,2018-07-05 16:30:45,f3c38ab652836d21de61fb8314b69182
8458b41c26bf20ba9b4ad514cacd4b2a,7763c967c82c3f53fd256b1c786cd363,1,171.9,28.48,143.42000000000002,2186.5475070505354,2018-08-02 13:30:54,612170e34b97004b3ba37eae81836b4c
86f347377bc9dbff8cd89feb1b946499,ec5a5cf28e0fbef0c5391157203ab8ce,1,43.75,17.24,26.51,1307.4160706307364,2018-08-13 14:05:25,612170e34b97004b3ba37eae81836b4c
29c5a7f7a7e0947fa6d28f355cd28c5f,7b951373f6045db69ff7a2e4d8c40071,1,175.0,19.11,155.89,428.7208489400426,2018-05-15 14:30:39,7d13fca15225358621be4086e1eb0964
88105b400acfb446584ad0e0c3a088eb,2c71e9b9845634cb1ea6285a8f3cbf50,1,129.9,16.01,113.89,502.72970641478935,2018-07-23 11:31:22,612170e34b97004b3ba37eae81836b4c
88503051b9833f27c9492939bcfe2a6a,63bfa27a0cee21fd896dc27f58b6d656,1,184.9,16.39,168.51,829.7639090765848,2018-07-16 16:40:23,612170e34b97004b3ba37eae81836b4c
8872e48bafe00195f92e3a6f1d81bfbc,c5fb7fbe39f4e09e048ffbc5b28db49a,1,49.9,22.28,27.619999999999997,1068.086495619364,2018-07-27 02:15:16,612170e34b97004b3ba37eae81836b4c
88765c7c25c8dd40cefcd887f3c8cd8e,63bfa27a0cee21fd896dc27f58b6d656,1,184.9,34.67,150.23000000000002,3032.1653243565597,2018-07-10 12:45:39,612170e34b97004b3ba37eae81836b4c
f7a0004aac8ff2eedd8dc760c4b605b1,2413f6964f7f31846df61faa3e0518ca,1,46.55,22.85,23.699999999999996,2218.446247565253,2018-04-10 20:51:29,4c18691b6037662be2df78a765d98ab5
f71786d492e3575ce6af4785508e1846,2f2eee65fc4cc4a5ee8362730719d290,1,119.9,53.48,66.42000000000002,1728.982579474739,2018-05-30 10:30:23,594f9aaa48e5bf431f011ddc5669b0d5
8b2098d15b08a80b4d24395b44cb2a42,c5fb7fbe39f4e09e048ffbc5b28db49a,1,44.9,13.65,31.25,255.4339692641598,2018-08-20 11:31:27,612170e34b97004b3ba37eae81836b4c
8fb847d8f402a68dbcfdeac4cf2375c3,c675a92a4c74be0ba60aa506ae21e47a,1,239.9,19.78,220.12,308.5925457424072,2018-08-04 11:30:28,612170e34b97004b3ba37eae81836b4c
93d9dad77a7490e2f2618470129d8f83,80be7f3c94ee90b42197f718de0ea371,1,429.9,19.94,409.96,1296.4090301223061,2018-06-29 08:10:53,612170e34b97004b3ba37eae81836b4c
21f76c9cee317278663cbec02a2fb2f4,ce9aea78d3ed22be94a7f21e52b1e26a,1,35.0,22.18,12.82,816.4168374656723,2018-08-08 13:35:25,2d42ebcda99fd55f6f4bc2f1ca035d50
a8bbfc92aa07f8d418960d1afcaad4c2,30e2b9deadd5211496426065065c71a7,1,59.0,18.29,40.71,803.5330015972522,2018-05-18 18:58:17,8a432f4e5b471f8da497d7dc517666e2
a8bbfc92aa07f8d418960d1afcaad4c2,30e2b9deadd5211496426065065c71a7,2,59.0,18.29,40.71,803.5330015972522,2018-05-18 18:58:17,8a432f4e5b471f8da497d7dc517666e2
0b82d0616f1ad8da15cf967b984b4004,4a24717893a6c8f3cfcf9843b8987d15,1,25.0,8.69,16.310000000000002,13.181894193313289,2018-08-04 04:25:14,2cb6eb1b7185064167657fa09f541105
9451af299c7a1f4f25e00283ec35f778,64b4f32393cbf55be791078e7a2adca0,1,119.9,18.94,100.96000000000001,890.8114224020575,2018-07-12 08:50:16,612170e34b97004b3ba37eae81836b4c
99a9646b3ae55969f333cc36747297fe,09278667a33779be5996a7df729db8ae,1,204.5,15.73,188.77,240.53446760353125,2018-06-23 02:20:27,612170e34b97004b3ba37eae81836b4c
9c9519dbd0554cfc5c787fdc7fa8ff42,eaa26a34984cbfedc19b1e45f09f3c9a,1,92.5,37.94,54.56,1252.2923850897773,2018-07-30 20:30:51,612170e34b97004b3ba37eae81836b4c
c463f0035fecd4a308f67cfe0bef72a3,d47ac622fbf41c4fc51f979a13862000,1,55.0,13.38,41.62,167.5792750649144,2018-05-09 16:30:26,bd4431c1a8dfa744b59e1e2a8bc99b9e
9fe26c640da2c51c4f699a364a195ccd,5496bb97a69c689317d895c265f13a6a,1,598.9,23.38,575.52,361.58342913397695,2018-07-28 14:04:22,612170e34b97004b3ba37eae81836b4c
a0a4f45a87d4f0655d00a76cd579651e,63bfa27a0cee21fd896dc27f58b6d656,1,198.9,20.3,178.6,1083.8483336489267,2018-07-30 18:31:05,612170e34b97004b3ba37eae81836b4c
a2b2d6d1919f4f35f47c42de3f62a1fc,027cdd14a677a5834bc67a9789db5021,1,86.0,19.51,66.49,1086.2684951193266,2018-07-14 11:55:18,612170e34b97004b3ba37eae81836b4c
a90caee2f02cc59cf28469ec71681116,96530fd162c17a87b70830cc5fb0f45c,1,89.9,19.99,69.91000000000001,1571.8396612659042,2018-08-17 18:10:16,612170e34b97004b3ba37eae81836b4c
ab9e742195daf35a5169f1439b2706b4,0ddb2f7b7b817ea4239bfab24f67f742,1,229.0,10.73,218.27,64.28379319938834,2018-07-28 14:24:06,612170e34b97004b3ba37eae81836b4c
