,seller_id,seller_state,first_order,last_order,sale_days,total_profit,mean_profit,mean_distance,registration_days,registration_quarter
83,06df0c10d34e459d9672bc77388742eb,PR,2018-03-16,2018-08-06,144,8544.23,59.33493055555555,549.1743251081646,171,18_1
84,06e5eefc71ec47ae763c5c6f8db7064f,RS,2017-04-25,2018-08-22,485,19995.28,41.22738144329897,1197.5345942718454,496,17_2
85,07017df32dc5f2f1d2801e579548d620,PB,2017-03-08,2018-07-31,510,764.74,1.4994901960784317,1479.0002468601508,544,17_1
86,070d165398b553f3b4b851c216b8a358,SP,2017-08-24,2018-08-16,358,2389.57,6.67477653631285,317.4897295149403,375,17_3
87,0725b8c0f3f906e58f70cbe76b7c748c,SP,2017-01-21,2018-08-09,565,1474.61,2.6099292035398234,409.8838819945639,590,17_1
88,0743a0239d764b9a0f959a57d07e36ab,SP,2018-07-24,2018-08-04,12,270.7,22.558333333333334,830.8226303921075,41,18_3
89,0747d5bb69f0586cc869d8af4c50f93e,RJ,2016-10-06,2017-06-25,263,137.71,0.5236121673003803,457.6420675291292,697,16_4
90,0761743cbffb25d7148189e9f1a5f03a,SP,2017-12-02,2018-02-02,63,154.99999999999997,2.46031746031746,323.731595880622,275,17_4
91,077c5fae4bea9500e3737b16f71b9d3a,SP,2017-09-19,2018-06-23,277,36.36000000000001,0.1312635379061372,93.21983188064117,349,17_3
92,0791d9fc1e30678ecf03d3e55fa108d3,MG,2018-05-15,2018-07-26,72,655.01,9.09736111111111,537.1942730363952,111,18_2
93,079d295dcbf06ee8bb1b65ba964eb2b6,SP,2018-06-25,2018-08-09,46,158.51,3.445869565217391,862.955805325988,70,18_2
94,07a9bc7f61396b658ddf3ac534efe44c,SP,2017-06-26,2017-06-26,1,104.31,104.31,18.92150600711888,434,17_2
95,07bf9669d84d1f11be443a9dd938f698,SP,2017-03-08,2018-06-28,477,1129.78,2.368511530398323,669.0039614076517,544,17_1
96,07d75e33f2750d97d467fb57e4dfdd8a,SP,2018-03-07,2018-05-08,62,685.2099999999999,11.051774193548386,577.0776991421067,180,18_1
97,07de60b03d150fb3ea09eab5da5e4c8b,SP,2018-02-01,2018-08-18,199,549.2,2.7597989949748745,458.6011270192908,214,18_1
98,07e8e8fc5222bb358e6f259da3197074,SP,2018-02-21,2018-08-08,169,28.74,0.1700591715976331,433.3362551300768,194,18_1
99,080102cd0a76b09e0dcf55fcacc60e05,MG,2017-07-23,2018-08-26,400,3520.85,8.802125,661.3670124195871,407,17_3
100,080199a181c46c657dc5aa235411be3b,SP,2017-09-20,2018-08-24,339,13136.820000000002,38.751681415929205,353.6608427207182,348,17_3
101,08061dc0fc165ed41288cc7acde738ee,SP,2017-03-25,2017-11-17,238,65.38000000000001,0.2747058823529412,713.4959036668205,527,17_1
102,08084d990eb3f53af056ccbc1730c8a7,SP,2018-02-08,2018-08-14,188,138.21,0.7351595744680851,339.2916681018106,207,18_1
103,081acf3de680d554796c9cf041be7bc2,MG,2017-11-27,2018-05-24,179,1391.8,7.775418994413408,1114.252864380392,280,17_4
104,082e0bf4cb865a6533b1e8e498cc0255,SP,2017-10-31,2018-08-17,291,1082.27,3.71914089347079,838.3556444777843,307,17_4
105,085f6f7e049c996695fb2074fe38d45e,SP,2018-02-26,2018-05-03,67,174.84,2.60955223880597,366.5612097162749,189,18_1
106,08633c14ef2db992c11f840f04fad4cd,SP,2017-12-13,2018-08-24,255,6195.110000000001,24.29454901960785,591.9743313423154,264,17_4
107,0873d9f8f36123f8d910f4760e788cfb,SP,2018-05-07,2018-08-14,99,7104.530000000001,71.7629292929293,575.5452385041027,118,18_2
108,0885aaf116795758dfeb5f1032487bcd,SP,2017-12-14,2018-08-20,249,2133.6800000000003,8.568995983935745,312.588898584962,262,17_4
109,0887a9f087bcd5d9f6642b52f897fc6c,SP,2017-02-02,2017-08-05,184,1421.65,7.726358695652174,753.1366345996022,577,17_1
110,08ad4ac1388e4420ca531c3edfc46198,SP,2018-06-11,2018-08-18,68,132.57,1.949558823529412,297.2935063323147,83,18_2
111,08cdbae123ff67ca4e36d9d641ce0119,MG,2018-02-20,2018-07-30,161,2002.52,12.438012422360249,996.2432935901984,195,18_1
112,08d0949a9a17c027262db1f3c450c26c,PR,2017-08-21,2018-08-23,367,91.76,0.2500272479564032,791.4907859744303,378,17_3
113,08d1c9478fb0d7d7fcac9c0da4e82fc7,MG,2018-06-12,2018-06-12,1,470.43,470.43,599.2826138502829,82,18_2
114,08d2d642cf72b622b14dde1d2f5eb2f5,SP,2017-02-12,2017-12-06,297,592.74,1.995757575757576,626.3175078001861,567,17_1
115,08f5819815f3d06545011850bd70f0a8,SP,2018-06-21,2018-08-12,52,381.17,7.330192307692307,939.5179066599808,73,18_2
116,091065b789659bc3cd9af9cb3a6253ff,RS,2017-10-17,2018-01-18,94,1273.63,13.549255319148935,1332.5236828715313,321,17_4
117,0936e1837d0c79253456bbb2ffaaef10,SP,2017-04-12,2017-04-12,1,7.779999999999998,7.779999999999998,553.5381234208102,509,17_2
118,093805f8f2aeb63881444571e1f48f30,SP,2017-08-31,2018-01-31,153,871.85,5.698366013071896,479.3075231282482,367,17_3
119,094ced053e257ae8cae57205592d6712,SP,2018-04-04,2018-07-31,118,1060.17,8.98449152542373,557.8095128827686,151,18_2
120,0951a6e282947e09cd47969f4ed0b47f,SP,2018-07-27,2018-08-27,32,404.28,12.63375,504.50953365801735,38,18_3
121,09883d9ab71c8fe8a9bfc7fc3075b07e,SP,2017-04-25,2017-11-28,217,252.83,1.165115207373272,641.2389048885758,495,17_2
122,099095b050cfe8eb1ddff5317587e96e,SP,2017-12-16,2018-08-13,241,4478.51,18.583029045643155,312.7574936438121,261,17_4
123,09bad886111255c5b5030314fc7f1a4a,SP,2018-08-08,2018-08-28,20,414.64,20.732,438.8197928790751,25,18_3
124,09f952a5f58d2285b0372551ae8f9b01,SP,2017-09-15,2018-08-25,345,10296.54,29.845043478260877,728.5371927077398,353,17_3
125,0a198e95d32b1be2da9424c962a6ebfa,MG,2018-06-13,2018-06-13,1,53.31,53.31,485.9362900874765,82,18_2
126,0a82f5fb06a4fe4ac2cf7cb412ec71b8,SP,2018-02-03,2018-03-31,56,439.2,7.8428571428571425,14.677182539958416,212,18_1
127,0a85ebe4e328db81ac9109781205e2f7,SP,2018-05-12,2018-08-24,105,530.15,5.049047619047619,149.68982871861584,114,18_2
128,0aa124728afc1131dff5655f4c6f487b,MG,2018-07-18,2018-08-13,27,743.0600000000001,27.52074074074074,353.9087584156821,47,18_3
129,0aa2205ca24f113f4658a5c536667426,SP,2018-04-19,2018-08-14,118,643.14,5.450338983050847,376.94371633531375,137,18_2
130,0ac4201fda2c68ebc0e47cb9423cf3c9,SP,2017-06-20,2018-06-17,363,1442.89,3.974903581267217,863.41635292279,440,17_2
131,0ad80de75c811326389cfb1daba7d45e,RJ,2017-10-19,2018-01-08,82,1334.08,16.269268292682927,414.5969047310584,319,17_4
132,0adac9fbd9a2b63cccaac4f8756c1ca8,SP,2017-01-22,2018-08-16,572,13461.68,23.534405594405595,378.0992229168821,588,17_1
133,0ade5cc4a305ed7093a23f68ca47519c,PR,2017-11-24,2018-01-22,60,116.49,1.9415,528.287600737095,283,17_4
134,0aea4c6ae1505b3228ddf3dd7822ee5b,SP,2017-10-10,2018-04-30,202,1276.16,6.317623762376238,959.2030272163591,327,17_4
135,0af2ab31141893d26aca5a404a537dab,SP,2018-08-24,2018-08-24,1,43.49,43.49,362.279785121324,10,18_3
136,0af977692321d895349eded183341d28,SP,2018-04-01,2018-08-20,142,238.28,1.6780281690140844,50.63456343717163,155,18_2
137,0afccdb8a34ee5c79f7c06faf2b4d56e,MG,2017-04-06,2018-04-07,367,837.22,2.2812534059945504,589.5009465503292,515,17_2
138,0b09101900100c0e9d312861fad5a1b9,SP,2017-01-27,2017-01-27,1,139.14,139.14,4.540167766424222,584,17_1
139,0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,2018-03-30,2018-06-05,68,1282.88,18.865882352941178,1386.6163693419674,156,18_1
140,0b18d63d0cd1d723567903fd34a07df2,SP,2017-04-12,2018-06-13,427,1412.25,3.307377049180328,518.2603807089639,509,17_2
141,0b1ca3ef18a63d7eb0c8897fa0849c08,SP,2018-04-13,2018-04-13,1,47.13,47.13,85.57981195365967,143,18_2
142,0b35c634521043bf4b47e21547b99ab5,PR,2017-12-12,2018-08-12,243,12058.56,49.6237037037037,761.9803986450459,265,17_4
143,0b36063d5818f81ccb94b54adfaebbf5,SC,2017-01-30,2017-01-30,1,747.0,747.0,1082.900031983526,580,17_1
144,0b46f784306be7200ca1700aa55d819f,MG,2017-03-19,2017-03-19,1,8.939999999999998,8.939999999999998,238.95269100815509,533,17_1
145,0b64bcdb0784abc139af04077d49a20e,RS,2018-04-06,2018-07-13,98,69.39,0.7080612244897959,816.6120935401877,149,18_2
146,0b90b6df587eb83608a64ea8b390cf07,PR,2017-10-24,2018-08-18,298,24306.69,81.56607382550335,673.6035817620674,314,17_4
147,0bae85eb84b9fb3bd773911e89288d54,SP,2017-03-24,2018-08-21,515,4558.02,8.850524271844659,596.3273830605333,527,17_1
148,0bb27263628258b8111a0262769fa9db,SP,2017-04-01,2017-04-01,1,11.239999999999998,11.239999999999998,79.6648945524007,520,17_2
149,0bb738e4d789e63e2267697c42d35a2d,SP,2017-02-02,2018-06-20,504,1745.96,3.464206349206349,610.3859015267614,578,17_1
150,0be8ff43f22e456b4e0371b2245e4d01,SP,2017-05-11,2018-08-29,476,9187.01,19.30044117647059,506.0480470326843,480,17_2
151,0bebbb2cea103a4a020c95d43fd7d754,SP,2018-06-30,2018-08-28,59,1220.06,20.678983050847457,430.2077512242049,64,18_2
152,0bf0150d5b9d60d9cd2906003332f085,SP,2017-02-16,2018-07-17,516,4676.860000000001,9.063682170542636,324.4767462602747,563,17_1
153,0bfd0b434243adc5c2e1aa6baf19c6aa,RJ,2017-10-23,2018-02-03,104,267.03,2.5675961538461536,672.1434586056757,314,17_4
154,0c7533c71df861ec58ad7ff999ed0e8d,SP,2017-07-11,2018-07-28,382,2103.91,5.50761780104712,440.8093666946118,418,17_3
155,0c7f30ae9b147eca07affbef92832a6a,PR,2017-03-03,2017-04-17,46,391.89,8.519347826086957,551.1766201237735,549,17_1
156,0c8380b62e38e8a1e6adbeba7eb9688c,MG,2016-10-06,2018-08-21,684,13241.75,19.359283625730995,451.05091795842793,697,16_4
157,0cab2da43793a6f3c5ed8514c5f54627,PR,2018-05-11,2018-07-28,78,252.5,3.2371794871794872,540.5321974092343,115,18_2
158,0cbcee27c791afa0cdcb08587a2013a8,MG,2016-10-10,2018-07-14,643,4506.99,7.009315707620528,457.0475583228317,693,16_4
159,0d33a55da925bbf1ff02af5f6059fc7f,SP,2017-11-09,2018-08-01,266,161.69,0.6078571428571429,353.4695856160252,298,17_4
160,0d4c8269e7f0401201794deef160edd6,SP,2017-10-17,2017-11-07,21,693.25,33.01190476190476,1060.0881233583716,320,17_4
161,0d83f8e03188682112cc0d93523705cc,RS,2017-11-15,2018-01-22,69,571.95,8.28913043478261,1039.1038254869184,292,17_4
162,0d85bbda9889ce1f7e63778d24f346eb,MG,2017-03-24,2018-03-27,369,3220.7,8.728184281842818,961.0382489549726,528,17_1
163,0daf5180aa44356f60f8effa533b55a2,GO,2018-07-30,2018-08-22,23,105.97,4.607391304347826,760.8508133326243,34,18_3
164,0db783cfcd3b73998abc6e10e59a102f,SP,2016-10-09,2018-04-07,546,7078.25,12.96382783882784,625.2257397090917,694,16_4
165,0dd184061fb0eaa7ca37932c68ab91c5,SP,2017-12-04,2018-08-17,256,13127.42,51.278984375,507.8075084129727,272,17_4
166,0ddefe3c7a032b91f4e25b9c3a08fca1,SP,2018-04-13,2018-08-24,133,252.9,1.9015037593984965,378.0453425992145,143,18_2
167,0df3984f9dfb3d49ac6366acbd3bbb85,MG,2017-03-12,2018-06-19,464,8522.77,18.368038793103448,685.1033456394855,540,17_1
168,0dfbed20065e425d2eaefb101f9816c0,SP,2018-05-12,2018-06-04,23,35.1,1.5260869565217392,451.37095036327656,113,18_2
169,0e44d110fa6a54e121cb2c095a77762f,SP,2017-08-05,2018-06-15,314,153.26,0.4880891719745223,251.84612731020093,394,17_3
170,0e72c1a751b496722a6cb1f10653b62a,SP,2018-05-11,2018-07-30,81,89.5,1.1049382716049383,484.8112847315561,115,18_2
171,0e982cff76cc0579f632cea8a0e38c9d,SC,2017-09-27,2018-04-03,189,1134.37,6.001957671957672,280.2283526923864,341,17_3
172,0ea22c1cfbdc755f86b9b54b39c16043,MG,2016-10-06,2018-08-22,685,6302.36,9.200525547445254,595.1385469650087,696,16_4
173,0eaa7e33d73809f1f925f7d07c506cbd,SP,2017-04-10,2018-08-27,505,1357.1,2.687326732673267,297.8396237485479,511,17_2
174,0ebd97a106433a45a4aebe57c1799778,MG,2017-05-16,2018-07-13,424,2431.92,5.73566037735849,785.5316791837741,475,17_2
175,0ec28cec4046a4a199b6de9b4c891d97,GO,2018-04-24,2018-05-18,24,240.56,10.023333333333332,408.2129155934431,131,18_2
176,0ed6ce5d87fd9c69eaacaeb778d67235,SP,2017-10-05,2018-08-21,320,1453.59,4.542468749999999,570.7831028015371,332,17_4
177,0ee4fb99ac55ffbbc98795aa01b7f8fa,SP,2017-05-01,2017-05-01,1,48.87,48.87,4.97883654098556,490,17_2
178,0ef83d7d83ed97cd2a0049ac8be5f88a,PR,2017-11-24,2018-08-28,278,3356.26,12.072877697841726,477.8715113753554,283,17_4
179,0f0c984a4a955310903b6b6008660bad,SP,2018-04-25,2018-05-27,33,258.24,7.825454545454546,781.5970343492958,131,18_2
180,0f519b0d2e5eb2227c93dd25038bfc01,SP,2017-01-27,2017-01-27,1,56.900000000000006,56.900000000000006,2287.87503020914,584,17_1
181,0f7eea709efdf942b5f95c7516dbacd7,SP,2018-04-05,2018-05-13,38,151.42000000000002,3.984736842105264,547.0119374876882,150,18_2
182,0f80a40c312b2472dca482cf50f5186f,SP,2018-08-22,2018-08-22,1,109.8,109.8,880.658997827048,12,18_3
183,0f94588695d71662beec8d883ffacf09,SC,2017-03-01,2017-03-01,1,-9.59,-9.59,1319.188236690686,551,17_1
184,0fe2d9733ed841eb064503920015a8c0,SP,2018-05-14,2018-07-09,57,280.93,4.92859649122807,1086.5737138969043,111,18_2
185,0ff83046c3fa22efee8ecf291888b191,RS,2017-04-01,2018-04-01,366,514.4200000000001,1.4055191256830604,1259.5824630462512,519,17_2
186,0ffa40d54288e4f3499b8780dd0f144f,SP,2018-01-10,2018-05-11,122,1579.13,12.943688524590163,864.5795331672304,236,18_1
187,10076e5788b8ee532724bcd460baf762,SP,2017-05-11,2018-07-24,439,444.18,1.0117995444191343,444.5393480061773,480,17_2
188,10089e9f2fd0c668a8fd4e52e1698888,SP,2017-03-12,2017-11-14,247,1080.49,4.374453441295547,334.5248400685867,540,17_1
189,101921376b577a4540dc30e9009133ca,SP,2017-05-23,2017-05-23,1,351.51,351.51,279.26352847669443,468,17_2
190,101a3a003516bc11253298b2fad3cb65,SP,2018-06-21,2018-07-28,37,376.0,10.16216216216216,299.44097151991394,73,18_2
191,1025f0e2d44d7041d6cf58b6550e0bfa,SP,2017-07-09,2018-08-26,413,104575.91,253.2104358353511,573.8190727809836,421,17_3
192,10264f60a8f0a4d2f30810f5c661c673,SP,2018-06-19,2018-08-10,52,242.74,4.668076923076924,146.07170301899885,75,18_2
193,1099a00e0ee3a50935e6c2447ca090c5,RJ,2017-11-09,2018-01-02,54,788.5699999999999,14.603148148148149,520.5180777842484,297,17_4
194,10cdd491d1dbea8fb4ead97b19c334ce,MG,2018-06-26,2018-07-24,29,130.04,4.484137931034483,827.7977306633153,68,18_2
195,10ff823eda2b032e2c93d17a7d294736,SP,2017-06-14,2018-04-06,296,1130.41,3.818952702702703,421.5216043556727,445,17_2
196,112453736dbe3889cfb74e1aaa0ba0c1,SP,2018-06-13,2018-08-18,67,1625.23,24.25716417910448,851.6823636988107,82,18_2
197,1127b7f2594683f2510f1c2c834a486b,SP,2017-02-24,2018-08-23,545,5029.62,9.228660550458716,541.7150307753669,555,17_1
198,11305281b50fff20ae8bb473f8e11876,MG,2016-10-10,2018-08-25,684,5084.1900000000005,7.433026315789474,486.072693363664,693,16_4
